outlet,bias,headline,summary,ground_news_interest_url
The Thinking Conservative,Far Right,"","The Department of Justice is set to release 3 million pages, 180,000 images, and 2,000 videos related to late convicted sex offender and accused sex trafficker Jeffrey Epstein.",https://ground.news/interest/the-thinking-conservative
The Political Insider,Far Right,"DOJ Releases 3 Million Pages, Hundreds of Thousands of Photos of Epstein Files:",The department has been working for months to issue redactions.,https://ground.news/interest/the-political-insider
The Political Insider,Far Right,"Colorado Democrats Demand Noem's Resignation, ICE Reform",Colorado's congressional delegation has called for the resignation or impeachment of Department of Homeland Security Secretary Kristi Noem following the second fatal shooting by federal immigration agents in Minnesota.,https://ground.news/interest/the-political-insider
realnewsnow.com,Far Right,"Man with Pizza Cutter, BBQ Fork Posed as FBI Agent to Bust Out Alleged Killer Luigi Mangione - Real News Now","A bizarre security breach rocked the Metropolitan Detention Center in Brooklyn on Wednesday night when a man impersonating an FBI agent attempted to secure the release of accused assassin Luigi Mangione. The man, identified as 36-year-old Mark Anderson of Minnesota, now faces federal charges for impersonating a federal officer. According to the criminal complaint, Anderson approached the jail’s intake area and claimed he had a judge-signed order to release Mangione.",https://ground.news/interest/realnewsnowcom
Fria Tider,Far Right,Trump's Tone Softens in Minnesota After High-Profile Shooting,ICE chief Gregory Bovino granted permission to leave Minneapolis.,https://ground.news/interest/fria-tider
100% FED UP!,Far Right,"Mother of Hunter Biden's Child Asks Judge to Have Him Jailed, Here's Why * 100PercentFedUp.com * by Danielle","Lunden Roberts, the mother of Hunter Biden’s child, asked an Arkansas judge to have him arrested for allegedly failing to pay child support.",https://ground.news/interest/100percentfedupcom
Patriot Journal,Far Right,FBI Documents Confirm Trump Alerted Police About Epstein in 2006,The FBI has released documents that confirm President Donald Trump alerted the police about Jeffrey Epstein in 2006. This revelation comes as the left continues to try and link Trump to Epstein's crimes.,https://ground.news/interest/patriot-journal
The Thinking Conservative,Far Right,"","",https://ground.news/interest/the-thinking-conservative
The Thinking Conservative,Far Right,"",President Trump threatened to invoke the Insurrection Act to end anti-ICE protests in Minnesota following an attack on an ICE agent in the state.,https://ground.news/interest/the-thinking-conservative
PJ Media,Far Right,"Seattle's Mayor Embraces Insurrection, Targeting Immigration Enforcement with Police Support","Seattle's Mayor Katie Wilson officially endorses insurrection, directing police assistance to ICE operations.",https://ground.news/interest/pj-media
The Last Refuge,Far Right,President Trump Appoints Kevin Warsh as Federal Reserve Chairman,"President Donald J Trump has selected Kevin Warsh to serve as the new Federal Reserve Chairman. Warsh, a highly critical critic of the Federal Reserve's monetary policy, has been vocal about his belief that inflation and depressed wages are directly linked to the current FED policies.",https://ground.news/interest/the-last-refuge
100% FED UP!,Far Right,"President Trump Files $10 Billion Lawsuit Against IRS, Treasury Department * 100PercentFedUp.com * by Danielle","President Trump has filed a $10 billion lawsuit against the Internal Revenue Service (IRS) and Treasury Department, alleging the agency unlawfully leaked his tax returns. ""The IRS wrongly allowed a rogue, politically-motivated employee to leak private and confidential information about President Trump, his family, and the Trump Organization to the New York Times, ProPublica and other left-wing news outlets,"" a spokesman for Trump's legal team stated.",https://ground.news/interest/100percentfedupcom
WLTReport,Far Right,BREAKING: Gregory Bovino Relieved of Duty?,"Conflicting reports are emerging today that Gregory Bovino has been relieved of duty as the Commander at Large of the U.S. Border Patrol. From Nick Sortor, live on the ground in Minneapolis: MAJOR BREAKING: Gregory Bovino has now been RELIEVED OF DUTY as Commander at Large of the U.S. Border Patrol, I’ve exclusive learned This is BS! Trump must reverse this NOW! Bovino put his life on the line EVERY SINGLE DAY pushing for mass deportations across the country.",https://ground.news/interest/wltreportcom
WND,Far Right,'Unlawful conduct': Trump sues IRS for allowing his tax records to be hacked * WorldNetDaily * by Bob Unruh,"Contractor stole records, turned them over to leftist media outlets",https://ground.news/interest/wnd
WLTReport,Far Right,President Trump Exonerated: New Court Documents Reveal He Helped Police Investigate Jeffrey Epstein,"President Trump has been exonerated by new court documents that reveal he was one of the first to call the Palm Beach police about Jeffrey Epstein's crimes. The documents show that Trump called the police in 2006, stating that he was ""one of the very first people to call"" about Epstein's disgusting activities.",https://ground.news/interest/wltreportcom
The Gateway Pundit,Far Right,Minnesota Man Arrested for Attempting to Break Out Left-Wing Assassin Luigi Mangione Using Faux FBI Trick,A man from Minnesota was apprehended after attempting to break out a notorious left-wing assassin from jail using a fake FBI agent disguise.,https://ground.news/interest/the-gateway-pundit
The Savage Nation,Far Right,"","",https://ground.news/interest/the-savage-nation
100% FED UP!,Far Right,7 Republican Senators Join Democrats to Block Funding Package * 100PercentFedUp.com * by Danielle,"Several Republican senators joined Democrats to block a six-bill funding package to avoid a partial government shutdown past Friday. Previously, Republicans had attempted to pass a bill that would fund the government through December 11, but Democrats opposed it, citing concerns about the bill's provisions.",https://ground.news/interest/100percentfedupcom
100% FED UP!,Far Right,"","President Trump has made it clear that he will take drastic action if Minnesota politicians and professional agitators continue to attack ICE agents. He has threatened to invoke the INSURRECTION ACT, a measure that has been used by previous presidents to quell violent uprisings.",https://ground.news/interest/100percentfedupcom
The Thinking Conservative,Far Right,"What to Know About Kevin Warsh, Trump’s Nominee for Fed Chair - The Thinking Conservative News",President Donald Trump selected former Federal Reserve Governor Kevin Warsh as the next head of the U.S. central bank.,https://ground.news/interest/the-thinking-conservative
The Savage Nation,Far Right,Venezuelan Opposition Leader Gives Trump Nobel Peace Prize Medal at White House,"Venezuelan opposition leader Maria Corina Machado gifted President Trump the Nobel Peace Prize medal during a White House ceremony on Thursday. Machado, 58, expressed her emotional response to the gesture, stating that Trump deserves the medal. The event was a significant moment for Machado, who described it as a “very emotional” experience. 1 month ago",https://ground.news/interest/the-savage-nation
Patriot Journal,Far Right,Trump Files $10 Billion Lawsuit Against IRS Over Tax Return Leaks to Media,The Trump administration has filed a $10 billion lawsuit against the IRS for leaking sensitive tax return information to the media. The lawsuit comes as the president faces mounting pressure over his tax returns and the ongoing investigation into his business dealings.,https://ground.news/interest/patriot-journal
The Thinking Conservative,Far Right,Xi Jinping's Military Purge Signals a High-Stakes Battle Inside China's Elite - The Thinking Conservative News,The removal of two top generals has intensified speculation that Xi Jinping is confronting powerful factions long embedded in the Chinese Communist Party.,https://ground.news/interest/the-thinking-conservative
News Addicts,Far Right,Trump's 2006 Call About Epstein Revealed in New DOJ Documents,"Newly released court documents show that then-President Donald Trump made a 2006 phone call to Palm Beach Police Chief Michael Reiter about Jeffrey Epstein's activities. The information comes from a 2019 FBI interview with Reiter, which was part of a broader cache of documents released by the U.S. Department of Justice. The post Trump's 2006 Call About Epstein Revealed in New DOJ Documents appeared first on The Daily Dot.",https://ground.news/interest/newsaddictscom
Slay News,Far Right,Exclusive: DOJ Releases FBI Documents Revealing Trump Reported Epstein and Maxwell to Police in 2006,"Newly released FBI documents show that President Donald Trump reported Jeffrey Epstein and his accomplice, Ghislaine Maxwell, to the police in 2006. The post DOJ Docs Show Trump Reported ‘Disgusting’ Epstein and ‘Evil’ Maxwell to Police in 2006 appeared first on Slay News.",https://ground.news/interest/slay-news
The Political Insider,Far Right,"Trump Sues IRS, Treasury Department for $10 Billion Over Alleged Tax Return","President Donald Trump filed the lawsuit in his personal capacity, alongside his two eldest sons.",https://ground.news/interest/the-political-insider
WND,Far Right,Report: Border Patrol chief Greg Bovino and some of his agents leaving Minnesota 'imminently' * WorldNetDaily * by Joe Kovacs,'Several federal agents had their body cameras on during the interaction that led to the deadly shooting of Alex Pretti',https://ground.news/interest/wnd
Patriot Journal,Far Right,Trump Files $10 Billion Lawsuit Against IRS Over Tax Return Leaks to Media,"The Trump administration has filed a $10 billion lawsuit against the IRS for leaking sensitive tax return information to the media. The lawsuit, filed in federal court in Washington, D.C., seeks to hold the IRS accountable for the breach of confidentiality and seeks damages for the President and his family. The leak has raised concerns about the integrity of the tax system and the potential for future leaks.",https://ground.news/interest/patriot-journal
realnewsnow.com,Far Right,Trump Warns Iran to Make Nuclear Deal or Face Another U.S. Attack - Real News Now,"President Donald Trump delivered a direct warning to Iran early Wednesday morning, urging the regime to agree to a nuclear deal or face the consequences of another U.S. military operation. The statement, posted to Truth Social, comes as tensions escalate and American forces shift toward the region. Trump revealed that a massive U.S. naval fleet, led by the aircraft carrier Abraham Lincoln, is heading toward Iran with orders to be ready for combat operations.",https://ground.news/interest/realnewsnowcom
100% FED UP!,Far Right,"President Trump Files $10 Billion Lawsuit Against IRS, Treasury Department * 100PercentFedUp.com * by Danielle","President Trump has filed a $10 billion lawsuit against the Internal Revenue Service (IRS) and Treasury Department, alleging the agency unlawfully leaked his tax returns. ""The IRS wrongly allowed a rogue, politically-motivated employee to leak private and confidential information about President Trump, his family, and the Trump Organization to the New York Times, ProPublica and other left-wing news outlets,"" a spokesman for Trump's legal team stated.",https://ground.news/interest/100percentfedupcom
Twitchy,Far Right,FBI Agent Imposter Arrested for Attempting to Free Prisoner,"A man impersonated an FBI agent to free Luigi Mangione, leading to his arrest.",https://ground.news/interest/twitchy
The Savage Nation,Far Right,"Private Jet Crash in Maine Kills Seven, Injures One",A private jet that crashed during takeoff from Bangor International Airport in Maine on Sunday evening resulted in seven fatalities and one serious injury. The jet was registered to prominent anti-ICE lawyers who were spending millions of dollars to elect Democrats in the upcoming Texas primaries.,https://ground.news/interest/the-savage-nation
The Savage Nation,Far Right,"MichaelSavage.com – Trump Told Palm Beach Police Chief ‘Thank Goodness You’re Stopping’ Epstein, Called Ghislaine Maxwell ‘Evil’ in 2006 Phone Call: FBI Document","In a newly released FBI document, it is revealed that Donald Trump personally called the police chief of Palm Beach, Fla. in 2006 to thank him for investigating Jeffrey Epstein, and told him to “focus on” the disgraced financier’s “evil” accomplice, Ghislaine Maxwell.",https://ground.news/interest/the-savage-nation
The Gateway Pundit,Far Right,Rep. Anna Paulina Luna Slams Senate Majority Leader John Thune for Caving to Schumer on SAVE Act,"Rep. Anna Paulina Luna (R-FL) criticized Senate Majority Leader John Thune (R-SD) on Wednesday ahead of the Senate's consideration of the SAVE Act, which passed in the House with unanimous GOP support earlier. Thune reportedly dismissed the idea of a standing filibuster to override the filibuster's 60-vote threshold. ""There aren’t anywhere close to the votes"" to change the rule, he said. She further told reporters that the SAVE Act is crucial for the country's economic recovery and that Thune's stance is ""not acceptable.""",https://ground.news/interest/the-gateway-pundit
War Room: Impeachment,Far Right,Episode 5096: Bovino To Leave Minneapolis; Deportations To Continue - Stephen K Bannon's War Room,"We discuss polling, economy, battleground states, and more. Our Guests Are: Stay ahead of the censors – Join us warroom.org/join Aired On: 1/26/2026 Watch:On the Web: https://www.warroom.orgOn Gettr: @WarRoomOn X: @Bannons_WarRoomOn Podcast: Apple, iHeart Radio, Google On TV: PlutoTV Channel 240, Dish Channel 219, Roku, Apple TV, FireTV or on https://AmericasVoice.news. #news #politics #realnews",https://ground.news/interest/war-room-impeachment
News Addicts,Far Right,‘Hero’ Father Stops Mass Shooting At Hockey Game In Rhode Island; 4 Injured,"At least two people were killed in an apparent mass shooting at an indoor ice rink in Pawtucket, Rhode Island, on Monday afternoon, according to local reports. Police told WPRI 12 that the suspect is dead. Local sports reporter Branden Mello said one of the victims also died. The gunfire erupted during a boys’ hockey game.",https://ground.news/interest/newsaddictscom
100% FED UP!,Far Right,"President Trump Files $10 Billion Lawsuit Against IRS, Treasury Department * 100PercentFedUp.com * by Danielle","President Trump has filed a $10 billion lawsuit against the Internal Revenue Service (IRS) and Treasury Department, alleging the agency unlawfully leaked his tax returns. ""The IRS wrongly allowed a rogue, politically-motivated employee to leak private and confidential information about President Trump, his family, and the Trump Organization to the New York Times, ProPublica and other left-wing news outlets,"" a spokesman for Trump's legal team stated.",https://ground.news/interest/100percentfedupcom
WND,Far Right,"'Evil': Trump personally called cops on Epstein for being creepy around teen girls * WorldNetDaily * by Nicole Silverio, Daily Caller News Foundation",'Thank goodness you're stopping him everyone has known he's been doing this',https://ground.news/interest/wnd
realnewsnow.com,Far Right,Justice Department Releases Millions More Epstein Files - Real News Now,"The Justice Department announced Friday the release of three million additional documents tied to Jeffrey Epstein, bringing the total to over 3.5 million files. Deputy Attorney General Todd Blanche said the move is part of compliance with the Epstein Files Transparency Act, a law signed by President Donald Trump last year. Blanche said the new tranche includes more than 2,000 videos and 180,000 photos. He acknowledged that many images were of co-defendants and witnesses.",https://ground.news/interest/realnewsnowcom
PJ Media,Far Right,Ilhan Omar Assaulted During Town Hall Remarks; Unidentified Liquid Sprayed,Ilhan Omar is assaulted during a town hall speech; a man sprays her with an unknown liquid from a syringe.,https://ground.news/interest/pj-media
realnewsnow.com,Far Right,Justice Department Releases Over 3.5 Million Files on Epstein Case,"The Justice Department has released three million additional documents related to Jeffrey Epstein, bringing the total to over 3.5 million files. Deputy Attorney General Todd Blanche stated that the move is in compliance with the Epstein Files Transparency Act, signed by President Donald Trump last year. The new files include over 2,000 videos and 180,000 photos.",https://ground.news/interest/realnewsnowcom
The New American,Far Right,Trump Nominates Kevin Warsh for Fed Chair,"President Donald Trump has selected Kevin Warsh as the next Federal Reserve chair, replacing Jerome Powell, whose term ends in May. The nomination has sparked controversy due to Warsh's ties to globalist organizations, including his membership on the steering committee of the Bilderberg Group and his marriage to the daughter of billionaire Ronald Lauder. The post Trump Nominates Kevin Warsh for Fed Chair appeared first on The New American.",https://ground.news/interest/the-new-american
WLTReport,Far Right,"BREAKING: Rep. Ilhan Omar Sprayed With Unknown Substance During Press Conference, Suspect Immediately Tackled",This behavior is unacceptable and should not be tolerated. Watch the moment it happened here: Some users on X joked it was Holy Water.,https://ground.news/interest/wltreportcom
The Political Insider,Far Right,"Trump Sues IRS, Treasury Department for $10 Billion Over Alleged Tax Return","President Donald Trump filed the lawsuit in his personal capacity, alongside his two eldest sons.",https://ground.news/interest/the-political-insider
Conservative Daily News,Far Right,"Canadian PM's 'New World Order' Comment Sparks Speculation, Questions","Canadian Prime Minister Mark Carney's enigmatic comment during a recent meeting with Chinese officials has sparked widespread speculation and debate. Carney's statement, which he later clarified as a reference to the growing economic partnership between Canada and China, has been interpreted by some as a veiled reference to a potential shift in global power dynamics. The comment has also raised questions about Carney's intentions and the implications of this new economic collaboration.",https://ground.news/interest/conservative-daily-news
The Savage Nation,Far Right,Trump Threatens Iran with 'Major Destruction' and 'Massive Armada' to Ditch Nuclear Ambitions,"In a recent tweet, President Trump warned Iran that his 'massive armada' is ready to strike 'with speed and violence' if the regime does not abandon its nuclear ambitions. The tweet also mentioned that a 'massive Armada' is heading to Iran, moving quickly and with great force.",https://ground.news/interest/the-savage-nation
realnewsnow.com,Far Right,Seven Dead After Private Jet Crashes During Brutal Winter Storm in Maine - Real News Now,"Tragedy struck Sunday night when a private jet crashed during takeoff at Bangor International Airport in Maine, killing seven and leaving one critically injured. The crash occurred around 7:45 p.m. as a Bombardier CL 600 attempted to depart in the middle of harsh winter conditions. The jet ended up flipped upside down and engulfed in flames, according to local reports. The sole survivor is reportedly a crew member. Authorities have not yet released the cause of the crash.",https://ground.news/interest/realnewsnowcom
The Gateway Pundit,Far Right,"Senate Blocks Government Funding Package, Faces Shutdown Deadline","The Senate voted 45-55 on Thursday to block a government funding package, setting the stage for a potential shutdown on Saturday.",https://ground.news/interest/the-gateway-pundit
WLTReport,Far Right,Border Patrol Agents Placed on Leave After Shooting Death of Alex Pretti,Two Border Patrol agents involved in the fatal shooting of Alex Pretti in Minnesota have been placed on administrative leave as part of standard protocol following the incident. The Department of Homeland Security confirmed the move to Fox News.,https://ground.news/interest/wltreportcom
Sons of Liberty Media,Far Right,Ilhan’s Spraying Incident Reeks Of Inauthenticity » Sons of Liberty Media,"Ilhan Omar is under a cloud lately for her highly suspicious financial dealings, and could even be indicted. What better time to play the victim card? But this incident reeks of inauthenticity. She appears to make eye contact with her attacker just before he gets up, as if she is signaling to him that the incident is staged.",https://ground.news/interest/sons-of-liberty-media
The Thinking Conservative,Far Right,"","",https://ground.news/interest/the-thinking-conservative
The Political Insider,Far Right,"Trump Sues IRS, Treasury Department for $10 Billion Over Alleged Tax Return","President Donald Trump filed the lawsuit in his personal capacity, alongside his two eldest sons.",https://ground.news/interest/the-political-insider
🔔 The Liberty Daily,Far Right,Minnesota Federal Judge Threatening ICE Director Todd Lyons Appears on Donor List of Pro-Illegal-Alien Group,Open the article to view the coverage from 🔔 The Liberty Daily,https://ground.news/interest/the-liberty-daily
WND,Far Right,Minnesota Federal Judge Threatens ICE Director on Donor List of Pro-Illegal Immigrant Group * WorldNetDaily * by Joe Kovacs,'The Court's patience is at an end',https://ground.news/interest/wnd
Fria Tider,Far Right,"Devastating Explosion in Swiss Bar Kills 40, Injures Hundreds","The explosion at a bar in Switzerland has resulted in the death of 40 people and left hundreds injured, with many suffering severe injuries.",https://ground.news/interest/fria-tider
The Political Insider,Far Right,"DOJ Releases 3 Million Pages, Hundreds of Thousands of Photos of Epstein Files:","The department has been working for months to issue redactions, officials have said.",https://ground.news/interest/the-political-insider
The Savage Nation,Far Right,"Trump Sues IRS, Treasury Department Over Tax Return Leak","The suit, filed in a Florida federal court on Thursday, includes the president's sons Eric Trump, Donald Trump Jr, and the Trump organization as plaintiffs. The filing alleges that the leak of Trump and the Trump Organization's confidential tax records caused 'reputational and financial harm, public embarrassment, unfairly tarnished their business reputations, portrayed them in…",https://ground.news/interest/the-savage-nation
Twitchy,Far Right,Ilhan Omar's Reaction to Being Sprayed With Unknown Substance Compared to Trump's Shooting in Butler,Ilhan Omar's response to being sprayed with an unknown substance at a town hall is likened to Donald Trump's shooting in Butler.,https://ground.news/interest/twitchy
100% FED UP!,Far Right,"","",https://ground.news/interest/100percentfedupcom
The Gateway Pundit,Far Right,Bush-Appointed Judge Who Allegedly Let Don Lemon Walk and Threatens ICE Director With Contempt — Is a Donor and Volunteer for Pro-Illegal Alien Immigrant Law Center | The Gateway Pundit | by Jim Hᴏft,"Another day, another shocking example of the biased justice system.",https://ground.news/interest/the-gateway-pundit
Twitchy,Far Right,FBI Agent Imposter Arrested for Attempting to Free Prisoner,"An individual impersonated an FBI agent to attempt to free Luigi Mangione, leading to his arrest.",https://ground.news/interest/twitchy
protrumpnews.com,Far Right,Trump Sues IRS Over Tax Return Leak,"President Donald Trump is suing the IRS and Treasury Department for $10 million, alleging that the leak of his tax return has caused reputational and financial harm, public embarrassment, unfairly tarnished his business reputation, and negatively affected his public standing.",https://ground.news/interest/protrumpnewscom
Slay News,Far Right,Senate Democrats Block Major Government Funding Package Amid Back-and-Forth with Republicans,"Senate Democrats successfully blocked a major government funding package, but the effort was hindered by unexpected support from seven Senate Republicans. The post Senate Democrats Block Major Government Funding Package Amid Back-and-Forth with Republicans appeared first on Slay News.",https://ground.news/interest/slay-news
100% FED UP!,Far Right,President Trump Announces New Fed Chair: “He’s Central Casting!” * 100PercentFedUp.com * by Noah,"President Trump just announced the new Fed Chair (spoiler alert, it's Kevin Warsh) but that isn't what caught my attention. The real story is the Fed's continued support for the status quo, which is why I'm calling for a complete overhaul of the Federal Reserve.",https://ground.news/interest/100percentfedupcom
Conservative Daily News,Far Right,Trump Threatens To Use Insurrection Act If Minnesota Leaders Don’t Rein In Agitators,President Donald Trump threatened to invoke the Insurrection Act if Minnesota Democrats fail to take action against violent protesters disrupting federal law enforcement. Trump declared Thursday morning on Truth Social that he would take matters into his own hands if the “corrupt politicians” of Minnesota do not stop the violence being perpetrated by protesters. Trump declared that he would use the Insurrection Act if the “corrupt politicians” of Minnesota do not take action against the violent protesters wreaking havoc on federal law enforcement.,https://ground.news/interest/conservative-daily-news
The Gateway Pundit,Far Right,DEVELOPING: Border Patrol Commander Greg Bovino to Leave Minnesota... And Has No Access to His Social Media?,Update: Bovino’s access to his social media has reportedly been suspended.,https://ground.news/interest/the-gateway-pundit
The Gateway Pundit,Far Right,"Trump Lawsuit: IRS Leaked Tax Returns, Claims President Trump","President Trump, along with his family members and the Trump Organization, filed a lawsuit against the IRS, alleging that the agency leaked their tax returns.",https://ground.news/interest/the-gateway-pundit
100% FED UP!,Far Right,"Winter Storm Update: Hundreds of Thousands Without Power, Most Flights Cancelled On A Single Day Since The Pandemic * 100PercentFedUp.com * by Anthony","It looks like the meteorologists were right. Well, at least in most states. Dozens of states have been hit by the latest winter storm, resulting in widespread power outages and flight cancellations.",https://ground.news/interest/100percentfedupcom
realnewsnow.com,Far Right,Trump Admin Moves Closer to Stripping Minnesota of Federal Funds Over Trans Athlete Policy - Real News Now,"The Trump administration took a major step Monday toward pulling federal funding from the state of Minnesota, officially referring its transgender athlete investigation to the Department of Justice after the state refused to comply with Title IX enforcement. The referral sets the stage for a high-profile legal showdown between the Trump administration and Democrat-led Minnesota over the state’s policy of allowing biological males to compete in girls’ sports.",https://ground.news/interest/realnewsnowcom
The Gateway Pundit,Far Right,Trump Refuses to Fire DHS Secretary Over Minneapolis Riots,"In response to calls from Democrats for the resignation or termination of Homeland Security Secretary Kristi Noem over the recent Minneapolis riots, President Donald Trump has stated that he will not be taking any action. The riots have resulted in the deaths of two individuals, Renee Good and Alex Pretti, both 37.",https://ground.news/interest/the-gateway-pundit
Twitchy,Far Right,Trump's Insurrection Act Threat: Minnesota Leaders Must Act Now or Face the Consequences,Trump's threat to invoke the Insurrection Act if Minnesota leaders fail to act could have severe consequences for the state.,https://ground.news/interest/twitchy
The Political Insider,Far Right,"Trump Appoints Border Czar, Discusses Minneapolis Riots with Mayor Frey","President Trump has appointed Tom Homan as the new border czar, and he will meet with Minneapolis Mayor Jacob Frey to discuss ongoing riots and federal immigration enforcement.",https://ground.news/interest/the-political-insider
100% FED UP!,Far Right,7 Republican Senators Join Democrats To Block Funding Package * 100PercentFedUp.com * by Danielle,"Several Republican senators joined Democrats to block a six-bill funding package to avoid a partial government shutdown past Friday. Previously, Republicans had attempted to pass a funding package that included a one-year delay in the implementation of the Affordable Care Act.",https://ground.news/interest/100percentfedupcom
100% FED UP!,Far Right,Justice Department Files Charges Against Man Accused Of Squirting Liquid On Ilhan Omar * 100PercentFedUp.com * by Danielle,The Justice Department filed charges against the man who appeared to squirt a liquid on Rep. Ilhan Omar (D-MN) during a congressional hearing.,https://ground.news/interest/100percentfedupcom
SHTF Plan,Far Right,Trump Threatens Military Action in Minnesota Over ICE Protests,"Just hours after a man was shot in the leg by federal law enforcement, United States ruler Donald Trump threatened to use the military in Minnesota to quell protests. Trump said he could invoke the “Insurrection Act” over widespread demonstrations after federal agents shot and wounded a man, and in the aftermath of the fatal shooting of a protester by an ICE agent last week. “If the corrupt politicians of Minnesota are not doing their job, I will use the military,” Trump said.",https://ground.news/interest/shtf-plan
PJ Media,Far Right,Trump Threatens to Invoke the Insurrection Act in Minnesota Amid Escalating Riots and Violence,Trump threatens to invoke the Insurrection Act in Minnesota following the escalation of riots and violence.,https://ground.news/interest/pj-media
